Product URL,Product Code
https://www.newlook.com/row/womens/clothing/trousers/c/row-womens-clothing-trousers#/?q=:relevance&?page=1,
https://www.newlook.com/row/womens/clothing/trousers/c/row-womens-clothing-trousers#/?q=:relevance&?page=2,
https://www.newlook.com/row/womens/clothing/trousers/c/row-womens-clothing-trousers#/?q=:relevance&?page=3,
https://www.newlook.com/row/womens/clothing/trousers/c/row-womens-clothing-trousers#/?q=:relevance&?page=4,
https://www.newlook.com/row/womens/clothing/trousers/c/row-womens-clothing-trousers#/?q=:relevance&?page=5,
