Original String,Last 9 Digits
https://www.newlook.com/row/mens/new-look-kind/stone-puffer-zip-up-gilet/p/867999816,867999816
https://www.newlook.com/row/mens/clothing/trousers/dark-brown-cotton-cargo-trousers/p/867960327,867960327
https://www.newlook.com/row/c/pale-grey-cotton-crew-neck-t-shirt/p/867526202,867526202
https://www.newlook.com/row/mens/clothing/t-shirts/white-crew-neck-oversized-vest/p/846381610,846381610
https://www.newlook.com/row/mens/clothing/t-shirts/black-crew-neck-oversized-vest/p/846381601,846381601
https://www.newlook.com/row/mens/clothing/t-shirts/black-roll-sleeve-t-shirt/p/845100801,845100801
https://www.newlook.com/row/mens/clothing/hoodies-sweatshirts/black-long-sleeve-zip-hoodie/p/834164001,834164001
https://www.newlook.com/row/mens/clothing/sportswear/camel-pocket-front-long-sleeve-hoodie/p/834161117,834161117
https://www.newlook.com/row/mens/clothing/sportswear/pale-grey-pocket-front-long-sleeve-hoodie/p/834161102,834161102
https://www.newlook.com/row/mens/clothing/sportswear/black-pocket-front-long-sleeve-hoodie/p/834161101,834161101
https://www.newlook.com/row/mens/clothing/t-shirts/white-crew-neck-roll-sleeve-t-shirt/p/834055110,834055110
https://www.newlook.com/row/mens/clothing/t-shirts/white-short-sleeve-crew-neck-t-shirt/p/834047810,834047810
https://www.newlook.com/row/mens/clothing/nightwear/threadbare-black-trouser-pyjama-set-with-embroidered-logo/p/882832701,882832701
https://www.newlook.com/row/mens/clothing/trousers/threadbare-grey-marl-drawstring-cuffed-joggers/p/882804607,882804607
https://www.newlook.com/row/mens/clothing/knitwear/only-sons-blue-stripe-knit-crew-neck-jumper/p/876040840,876040840
